% File created by shivutils (I.Shivvers)
% wl(A)   flm    er(optional)
3617.00   6.03238058   0.24213238
3618.00   6.22352886   0.24009165
3619.00   6.01264334   0.24024792
3620.00   5.80461645   0.24375172
3621.00   5.75466585   0.24667180
3622.00   5.76381826   0.25035885
3623.00   5.93069601   0.25588891
3624.00   6.23937511   0.26018003
3625.00   6.16187668   0.26112589
3626.00   5.95184803   0.26133126
3627.00   6.12617397   0.26054579
3628.00   6.33071661   0.25511026
3629.00   6.01822567   0.24560679
3630.00   6.24999666   0.24170883
3631.00   6.18294621   0.23742825
3632.00   6.13040733   0.23770681
3633.00   5.92138815   0.24020848
3634.00   5.79824781   0.24250813
3635.00   5.99070501   0.24429616
3636.00   6.50561857   0.25215834
3637.00   6.29843712   0.25306398
3638.00   6.19565725   0.25261173
3639.00   6.89731073   0.25870124
3640.00   6.50149488   0.25481614
3641.00   6.27313614   0.24975525
3642.00   6.54139137   0.24932182
3643.00   6.53992701   0.24751168
3644.00   5.97407961   0.23997177
3645.00   6.07647228   0.23908108
3646.00   6.45381737   0.24323054
3647.00   5.84124279   0.24233085
3648.00   6.07074928   0.24946861
3649.00   6.15059662   0.25418591
3650.00   6.31396341   0.25753742
3651.00   6.43088055   0.25826842
3652.00   5.97768354   0.25385892
3653.00   5.91249514   0.25171721
3654.00   6.25849819   0.25337112
3655.00   6.64900160   0.25474206
3656.00   6.58867025   0.25306803
3657.00   6.48183918   0.25195733
3658.00   6.10500526   0.24905804
3659.00   6.13298988   0.25028822
3660.00   5.94230175   0.24873836
3661.00   5.87736845   0.24789375
3662.00   6.15867138   0.25024074
3663.00   6.10584831   0.24822159
3664.00   6.25261736   0.24530844
3665.00   6.32800579   0.24385490
3666.00   6.00025797   0.23991254
3667.00   6.06196260   0.23627816
3668.00   6.36605883   0.23707668
3669.00   6.30583000   0.23794533
3670.00   6.21758032   0.23807266
3671.00   6.33418226   0.24010506
3672.00   6.38955498   0.24084128
3673.00   6.49491978   0.24034446
3674.00   6.34087944   0.23647068
3675.00   6.07127285   0.23161958
3676.00   6.13253546   0.22965808
3677.00   6.27778769   0.22707683
3678.00   6.07271338   0.22332281
3679.00   6.05030251   0.22342245
3680.00   6.42236423   0.22621013
3681.00   6.26607418   0.22729543
3682.00   6.19546556   0.22755323
3683.00   6.24686670   0.22552958
3684.00   6.32845116   0.22306588
3685.00   6.39523315   0.22096570
3686.00   6.45735741   0.22113279
3687.00   5.83218145   0.21674562
3688.00   6.01687241   0.22104955
3689.00   6.10440302   0.22574694
3690.00   6.25028372   0.22800475
3691.00   6.31735229   0.22915734
3692.00   6.12446690   0.22638668
3693.00   6.27813196   0.22517225
3694.00   6.24158049   0.22295813
3695.00   6.36667919   0.22486256
3696.00   6.41596079   0.22668883
3697.00   6.22560215   0.22568312
3698.00   6.24518824   0.22694333
3699.00   6.14878607   0.22791968
3700.00   5.62785864   0.22259034
3701.00   5.89586926   0.22073220
3702.00   6.00991011   0.21683183
3703.00   5.89214802   0.21196078
3704.00   6.00629473   0.20846982
3705.00   6.40561819   0.20814992
3706.00   6.28529310   0.20644136
3707.00   6.21105814   0.20721960
3708.00   6.16527557   0.20933166
3709.00   6.23346853   0.21240458
3710.00   6.20094967   0.21625730
3711.00   6.03076744   0.21929677
3712.00   6.03784132   0.22112274
3713.00   6.07347870   0.22144988
3714.00   6.08309507   0.22039548
3715.00   5.95563030   0.21654259
3716.00   5.81672716   0.21120138
3717.00   5.88021708   0.20589229
3718.00   5.96278524   0.19908059
3719.00   6.15055799   0.19427140
3720.00   6.24209690   0.19325861
3721.00   6.25306082   0.19566660
3722.00   6.34253263   0.20088103
3723.00   5.94228840   0.20282835
3724.00   6.01018810   0.20528486
3725.00   6.12190390   0.20501645
3726.00   6.14767408   0.20485859
3727.00   5.84147739   0.20124713
3728.00   5.94413519   0.20112078
3729.00   5.84281492   0.20142545
3730.00   5.82415104   0.19789979
3731.00   6.16305685   0.19336613
3732.00   5.93897057   0.18668093
3733.00   5.91028881   0.18152314
3734.00   5.84593868   0.17799839
3735.00   5.70289469   0.17841220
3736.00   6.08841038   0.18499357
3737.00   6.07143402   0.19022702
3738.00   5.97022820   0.19524574
3739.00   5.73541451   0.19740480
3740.00   5.81430292   0.19770952
3741.00   5.77163935   0.19550242
3742.00   5.65771484   0.19003823
3743.00   5.70678139   0.18458250
3744.00   5.58731222   0.18013923
3745.00   5.65513706   0.17928025
3746.00   5.95616055   0.17880195
3747.00   5.92511177   0.17748335
3748.00   5.72106791   0.17511506
3749.00   5.77858591   0.17937675
3750.00   5.97268486   0.18591587
3751.00   6.11966610   0.19250064
3752.00   5.98483992   0.19622666
3753.00   5.84687757   0.19804545
3754.00   5.85242987   0.19698410
3755.00   5.76421404   0.19290535
3756.00   5.73266840   0.18754861
3757.00   5.77559757   0.18341854
3758.00   5.90802479   0.18246533
3759.00   5.90618944   0.18344453
3760.00   5.85466719   0.18440238
3761.00   5.91217232   0.18463185
3762.00   5.93040180   0.18488060
3763.00   5.81210327   0.18415642
3764.00   5.72881031   0.18268482
3765.00   5.81496334   0.18264450
3766.00   5.78256750   0.18278831
3767.00   5.62026978   0.18194729
3768.00   5.39966393   0.18079971
3769.00   5.58444214   0.18352631
3770.00   5.84077597   0.18725577
3771.00   5.64002609   0.18783835
3772.00   5.73086119   0.18936627
3773.00   5.79675770   0.19044214
3774.00   5.98825026   0.19171472
3775.00   5.85021639   0.19064181
3776.00   5.93154335   0.18993926
3777.00   6.09568405   0.19104294
3778.00   5.93385792   0.19168176
3779.00   5.96051168   0.19271831
3780.00   5.72230101   0.19139360
3781.00   5.70870590   0.19303370
3782.00   5.71995640   0.19281462
3783.00   6.08579874   0.19276993
3784.00   6.18729687   0.19051655
3785.00   6.01732254   0.18584158
3786.00   5.76088667   0.18036665
3787.00   5.92132139   0.17866097
3788.00   5.83010101   0.17765293
3789.00   5.58893061   0.17615692
3790.00   5.81905842   0.17780060
3791.00   5.82241201   0.17727086
3792.00   6.06224918   0.17792493
3793.00   5.71036053   0.17331178
3794.00   5.50874710   0.16970091
3795.00   5.50414419   0.16683900
3796.00   5.58078861   0.16624418
3797.00   5.82153940   0.16748856
3798.00   5.91202497   0.16864330
3799.00   5.84613228   0.17048138
3800.00   5.69835806   0.17281230
3801.00   5.61946249   0.17536764
3802.00   5.62547016   0.17703229
3803.00   5.64923620   0.17731377
3804.00   5.53390074   0.17506385
3805.00   5.50696850   0.17271680
3806.00   5.46266460   0.17170869
3807.00   5.52077627   0.17229998
3808.00   5.64272785   0.17370525
3809.00   5.68654251   0.17468414
3810.00   5.67033291   0.17398366
3811.00   5.70460844   0.17194611
3812.00   5.76602554   0.16841072
3813.00   5.55555058   0.16261370
3814.00   5.60018206   0.16080108
3815.00   5.78103209   0.16196011
3816.00   5.76707363   0.16163887
3817.00   5.60945559   0.15997706
3818.00   5.35547113   0.15649761
3819.00   5.43844175   0.15584862
3820.00   5.62434721   0.15638985
3821.00   5.38374376   0.15424833
3822.00   5.45817089   0.15409274
3823.00   5.53920317   0.15334485
3824.00   5.32032061   0.14973170
3825.00   5.32496548   0.14694448
3826.00   5.52465868   0.14769962
3827.00   5.55145884   0.14860941
3828.00   5.59079123   0.14967579
3829.00   5.65697861   0.15049687
3830.00   5.55040598   0.14785975
3831.00   5.58698511   0.14668684
3832.00   5.70201302   0.14602572
3833.00   5.76947689   0.14560263
3834.00   5.55063772   0.14559807
3835.00   5.32960415   0.14467900
3836.00   5.46356535   0.14553677
3837.00   5.43458223   0.14316894
3838.00   5.60049629   0.14382502
3839.00   5.65529966   0.14559783
3840.00   5.51357365   0.14784256
3841.00   5.43696070   0.15110400
3842.00   5.44367504   0.15385936
3843.00   5.24375534   0.15438130
3844.00   5.09296799   0.15356295
3845.00   5.39747095   0.15477100
3846.00   5.58698606   0.15438037
3847.00   5.41820240   0.15155119
3848.00   5.33648014   0.15084279
3849.00   5.39212275   0.15091716
3850.00   5.29015732   0.15002865
3851.00   5.26370287   0.14990401
3852.00   5.19191074   0.14972320
3853.00   5.21068096   0.14845484
3854.00   5.32503414   0.14729600
3855.00   5.26312828   0.14559487
3856.00   5.22412109   0.14314105
3857.00   5.31203413   0.14123148
3858.00   5.41399670   0.14054884
3859.00   5.20189857   0.13981287
3860.00   5.00044346   0.14104708
3861.00   5.28583145   0.14643991
3862.00   5.32594395   0.14947207
3863.00   5.23023081   0.15016760
3864.00   5.30735064   0.15058078
3865.00   5.34428358   0.14900079
3866.00   5.55098009   0.14837864
3867.00   5.63098001   0.14785039
3868.00   5.38551378   0.14448403
3869.00   5.34358978   0.14111167
3870.00   5.40889406   0.13990296
3871.00   5.53496790   0.14127968
3872.00   5.50310516   0.14411081
3873.00   5.43012857   0.14698391
3874.00   5.47578859   0.14874394
3875.00   5.57759762   0.14867583
3876.00   5.35751963   0.14514671
3877.00   5.25124407   0.14225350
3878.00   5.23233795   0.14052005
3879.00   5.37989759   0.14130712
3880.00   5.38748646   0.14120805
3881.00   5.32676220   0.14109963
3882.00   5.44702196   0.14270554
3883.00   5.57230902   0.14251220
3884.00   5.62103891   0.14289245
3885.00   5.34326458   0.14100626
3886.00   5.28914785   0.13837570
3887.00   5.41460419   0.13873167
3888.00   5.36875105   0.14042740
3889.00   5.23473835   0.14192563
3890.00   5.17447329   0.14393453
3891.00   5.11979580   0.14573130
3892.00   5.15756464   0.14656034
3893.00   5.13165379   0.14616688
3894.00   5.26130438   0.14730766
3895.00   5.31189299   0.14764547
3896.00   5.17802095   0.14660312
3897.00   5.14502811   0.14608435
3898.00   5.34568548   0.14684875
3899.00   5.33684826   0.14643252
3900.00   5.19769621   0.14561157
3901.00   5.21959257   0.14519934
3902.00   5.15665913   0.14300735
3903.00   5.10952950   0.14137968
3904.00   5.32134438   0.14255446
3905.00   5.31572151   0.14350662
3906.00   5.15402555   0.14476061
3907.00   5.30043125   0.14749900
3908.00   5.33558702   0.14921017
3909.00   5.19307995   0.15031280
3910.00   5.07545567   0.15064190
3911.00   5.02737856   0.15032743
3912.00   5.15651083   0.15068121
3913.00   5.11237907   0.14908201
3914.00   5.01707792   0.14634864
3915.00   5.04153347   0.14418015
3916.00   5.23649359   0.14276685
3917.00   5.14508820   0.14028621
3918.00   4.93957233   0.13746691
3919.00   4.96832752   0.13579454
3920.00   5.13029099   0.13518018
3921.00   5.01413488   0.13449417
3922.00   4.93490839   0.13385417
3923.00   4.96949053   0.13448760
3924.00   4.94808435   0.13300806
3925.00   4.75901747   0.12934713
3926.00   4.84542131   0.12662226
3927.00   4.96532202   0.12368973
3928.00   4.84715796   0.12010759
3929.00   4.71045876   0.11642817
3930.00   4.82525682   0.11427486
3931.00   4.82246447   0.11154039
3932.00   4.62488365   0.10943149
3933.00   4.35608292   0.10756934
3934.00   4.30895042   0.10840491
3935.00   4.62491512   0.11257461
3936.00   4.80080843   0.11621613
3937.00   4.76210022   0.11940207
3938.00   4.53873825   0.12135827
3939.00   4.79691553   0.12503687
3940.00   4.81569958   0.12652668
3941.00   4.69364500   0.12593505
3942.00   4.70347929   0.12610716
3943.00   4.84723854   0.12840067
3944.00   4.81703568   0.13015418
3945.00   4.89832163   0.13162522
3946.00   4.76831245   0.13195410
3947.00   4.69344425   0.13253461
3948.00   4.95446634   0.13433264
3949.00   4.83203602   0.13390882
3950.00   4.59416008   0.13259445
3951.00   4.71688938   0.13301603
3952.00   4.74482727   0.13279529
3953.00   4.63448143   0.13159893
3954.00   4.71573162   0.13183595
3955.00   4.93690205   0.13318489
3956.00   4.92891884   0.13312888
3957.00   4.73159981   0.13158824
3958.00   4.82048750   0.13072023
3959.00   4.91225195   0.12936005
3960.00   4.92915249   0.12679930
3961.00   4.98155689   0.12419163
3962.00   4.84674215   0.12098753
3963.00   4.87837362   0.11880670
3964.00   4.91451120   0.11638500
3965.00   4.90868139   0.11326867
3966.00   4.76801252   0.10911109
3967.00   4.57919693   0.10630355
3968.00   4.58733225   0.10611060
3969.00   4.72720861   0.10845500
3970.00   4.98215389   0.11372180
3971.00   5.07195377   0.11796942
3972.00   5.02515554   0.12019024
3973.00   4.80421925   0.12178600
3974.00   4.93376875   0.12477167
3975.00   5.00589800   0.12687925
3976.00   5.13223124   0.12996241
3977.00   5.04355621   0.13156851
3978.00   5.00524282   0.13283750
3979.00   5.02284765   0.13329451
3980.00   5.01915455   0.13299663
3981.00   5.13515282   0.13299330
3982.00   5.15589333   0.13279802
3983.00   5.05745268   0.13210703
3984.00   5.18423080   0.13261460
3985.00   5.21101189   0.13355473
3986.00   5.14560747   0.13414028
3987.00   5.19688559   0.13494711
3988.00   5.30787039   0.13665579
3989.00   5.37057924   0.13700736
3990.00   5.28103828   0.13684335
3991.00   5.10784864   0.13660665
3992.00   5.09574604   0.13614370
3993.00   5.11792612   0.13583733
3994.00   5.16686249   0.13538709
3995.00   5.15623713   0.13463536
3996.00   5.22318029   0.13493134
3997.00   5.33572960   0.13539872
3998.00   5.23001432   0.13506071
3999.00   5.11544037   0.13500994
4000.00   5.15675831   0.13571751
4001.00   5.11045504   0.13561158
4002.00   5.08999968   0.13436392
4003.00   5.28081512   0.13342513
4004.00   5.33275509   0.13214384
4005.00   5.27374268   0.13135330
4006.00   5.23737860   0.13175195
4007.00   5.44199610   0.13431273
4008.00   5.55723333   0.13605899
4009.00   5.31075239   0.13504092
4010.00   5.25430775   0.13497241
4011.00   5.36203337   0.13532653
4012.00   5.35372448   0.13505751
4013.00   5.39297342   0.13504530
4014.00   5.12452793   0.13362461
4015.00   5.19128323   0.13388368
4016.00   5.31876659   0.13461414
4017.00   5.45659590   0.13556705
4018.00   5.35335588   0.13572206
4019.00   5.29905033   0.13648739
4020.00   5.36032200   0.13720822
4021.00   5.50238848   0.13752507
4022.00   5.47688866   0.13677457
4023.00   5.57295847   0.13724090
4024.00   5.40770054   0.13614509
4025.00   5.37566662   0.13522507
4026.00   5.63341522   0.13655616
4027.00   5.34235191   0.13500115
4028.00   5.14847612   0.13332014
4029.00   5.34513235   0.13240863
4030.00   5.43479490   0.13061321
4031.00   5.39257002   0.12917885
4032.00   5.39867592   0.12907457
4033.00   5.41051435   0.12923415
4034.00   5.40628672   0.13049930
4035.00   5.53672647   0.13304324
4036.00   5.47228956   0.13387349
4037.00   5.40947533   0.13368815
4038.00   5.45778799   0.13346738
4039.00   5.58149385   0.13335136
4040.00   5.46083117   0.13268906
4041.00   5.26974344   0.13103695
4042.00   5.12991428   0.12931891
4043.00   5.22615528   0.13163252
4044.00   5.50340223   0.13634115
4045.00   5.35764217   0.13829890
4046.00   5.24716711   0.13944997
4047.00   5.46065140   0.13984078
4048.00   5.45504808   0.13657817
4049.00   5.38648748   0.13243543
4050.00   5.35286713   0.13021344
4051.00   5.24915361   0.12909175
4052.00   5.15606260   0.12788050
4053.00   5.08035660   0.12655361
4054.00   5.09431219   0.12571530
4055.00   5.35941601   0.12599140
4056.00   5.49506664   0.12643908
4057.00   5.55627966   0.12676975
4058.00   5.49041986   0.12723696
4059.00   5.35238838   0.12718959
4060.00   5.49322844   0.12681869
4061.00   5.43152523   0.12456031
4062.00   5.33861589   0.12287333
4063.00   5.35181999   0.12241909
4064.00   5.42981482   0.12338176
4065.00   5.55425596   0.12536436
4066.00   5.41941261   0.12630001
4067.00   5.34069490   0.12662546
4068.00   5.39618635   0.12674622
4069.00   5.25046110   0.12516582
4070.00   5.36039639   0.12482115
4071.00   5.25461102   0.12379497
4072.00   5.36179495   0.12418865
4073.00   5.43844366   0.12494050
4074.00   5.45409346   0.12508638
4075.00   5.26978064   0.12382808
4076.00   5.36409950   0.12375479
4077.00   5.42864943   0.12382381
4078.00   5.44013786   0.12483633
4079.00   5.32583523   0.12545957
4080.00   5.31720972   0.12554620
4081.00   5.22806215   0.12479794
4082.00   5.22291279   0.12387881
4083.00   5.25186968   0.12297452
4084.00   5.20620203   0.12245333
4085.00   5.18453503   0.12332317
4086.00   5.24860859   0.12434429
4087.00   5.25723696   0.12472533
4088.00   5.16472578   0.12433682
4089.00   5.02900505   0.12320413
4090.00   5.07312155   0.12279838
4091.00   5.11553001   0.12244930
4092.00   5.15201855   0.12204950
4093.00   5.35010338   0.12206911
4094.00   5.35526037   0.12113452
4095.00   5.17743874   0.11967377
4096.00   5.13203239   0.11874162
4097.00   5.19798326   0.11785989
4098.00   5.18423462   0.11616716
4099.00   5.06600523   0.11416276
4100.00   5.03102207   0.11277535
4101.00   4.98018932   0.11173306
4102.00   5.10237980   0.11282773
4103.00   5.30776834   0.11541771
4104.00   5.19534302   0.11676013
4105.00   5.05648375   0.11763869
4106.00   5.03071451   0.11811480
4107.00   5.09489965   0.11843341
4108.00   5.02056217   0.11816675
4109.00   5.04189777   0.11816126
4110.00   5.02765369   0.11870378
4111.00   4.84399462   0.11797077
4112.00   4.93579197   0.11895476
4113.00   5.04401684   0.12038576
4114.00   4.99145651   0.12051816
4115.00   5.01441622   0.12068110
4116.00   4.87187958   0.11893932
4117.00   4.89571953   0.11847946
4118.00   5.01750422   0.11854926
4119.00   4.73279381   0.11712152
4120.00   4.73150969   0.11695167
4121.00   4.68101168   0.11678564
4122.00   4.91625309   0.11780665
4123.00   5.00526381   0.11786932
4124.00   4.88102579   0.11660562
4125.00   4.80169344   0.11572131
4126.00   5.02534866   0.11595818
4127.00   4.82460976   0.11519391
4128.00   4.81086016   0.11437644
4129.00   4.87091017   0.11365529
4130.00   4.97115135   0.11345239
4131.00   4.95500374   0.11260161
4132.00   4.81824780   0.11179510
4133.00   4.82780695   0.11220770
4134.00   4.67775726   0.11228294
4135.00   4.78388929   0.11366741
4136.00   4.99082041   0.11568311
4137.00   4.88328028   0.11594936
4138.00   4.87096214   0.11628098
4139.00   4.82234859   0.11629419
4140.00   4.68937492   0.11470351
4141.00   4.77813578   0.11304367
4142.00   4.84125566   0.11181821
4143.00   4.75133705   0.11091936
4144.00   4.66630459   0.11091246
4145.00   4.80635595   0.11262514
4146.00   5.00143194   0.11439037
4147.00   4.85630322   0.11364103
4148.00   4.76513910   0.11270107
4149.00   4.79352999   0.11285605
4150.00   4.88384581   0.11315408
4151.00   4.95445728   0.11304779
4152.00   4.86037302   0.11251181
4153.00   4.85521841   0.11180821
4154.00   4.70126438   0.11053304
4155.00   4.68262196   0.11044770
4156.00   4.59825802   0.11047740
4157.00   4.60464859   0.11102460
4158.00   4.93386078   0.11281147
4159.00   4.93161726   0.11315852
4160.00   4.81203127   0.11353044
4161.00   4.82536077   0.11406700
4162.00   4.88906193   0.11457213
4163.00   4.98412752   0.11491133
4164.00   5.00955343   0.11475496
4165.00   5.01475286   0.11401586
4166.00   5.07325935   0.11333963
4167.00   4.76267672   0.11171804
4168.00   4.76134348   0.11097255
4169.00   4.71637917   0.11002231
4170.00   4.78662872   0.10907505
4171.00   4.84319496   0.10851616
4172.00   4.83876085   0.10756882
4173.00   4.78359318   0.10751572
4174.00   4.81649113   0.10761751
4175.00   4.95377159   0.10816891
4176.00   4.90229464   0.10846649
4177.00   5.08009291   0.10942763
4178.00   4.98119831   0.10886261
4179.00   4.99926949   0.10873131
4180.00   5.00807953   0.10868529
4181.00   4.92286348   0.10779790
4182.00   4.95872450   0.10809542
4183.00   4.96833944   0.10840411
4184.00   4.83007526   0.10737226
4185.00   4.86091042   0.10713811
4186.00   4.91907406   0.10718559
4187.00   4.88051939   0.10694110
4188.00   5.01996803   0.10774134
4189.00   4.94981909   0.10806412
4190.00   4.99874640   0.10902895
4191.00   5.23669815   0.11026102
4192.00   5.11766291   0.10950737
4193.00   5.09039164   0.10885442
4194.00   4.98938799   0.10776668
4195.00   5.09770536   0.10718921
4196.00   5.06592131   0.10590786
4197.00   5.01060772   0.10523042
4198.00   5.03413439   0.10520346
4199.00   4.94627523   0.10447181
4200.00   5.03510427   0.10518315
4201.00   5.16171408   0.10604671
4202.00   5.10833883   0.10615967
4203.00   5.08688641   0.10684300
4204.00   5.04964256   0.10763632
4205.00   4.98752785   0.10811011
4206.00   5.04610682   0.10844661
4207.00   4.96897459   0.10798085
4208.00   5.07084703   0.10859697
4209.00   5.12568712   0.10898557
4210.00   5.08413219   0.10838700
4211.00   5.05335331   0.10840573
4212.00   4.95548344   0.10812601
4213.00   5.05432653   0.10768300
4214.00   4.95577097   0.10639769
4215.00   4.97343683   0.10567186
4216.00   5.00815678   0.10571808
4217.00   5.01452160   0.10636203
4218.00   4.96368027   0.10658246
4219.00   5.13213730   0.10721451
4220.00   5.05889320   0.10706773
4221.00   4.95118570   0.10622366
4222.00   5.01469374   0.10485341
4223.00   4.96863174   0.10222700
4224.00   4.87209177   0.09969840
4225.00   4.89936972   0.09904401
4226.00   4.98570871   0.09957034
4227.00   4.90808630   0.10031731
4228.00   4.84943342   0.10249237
4229.00   4.87614155   0.10473391
4230.00   4.88727665   0.10533532
4231.00   4.81870556   0.10475421
4232.00   4.85176706   0.10413758
4233.00   4.82836390   0.10284185
4234.00   4.67884445   0.10165241
4235.00   4.73668003   0.10176083
4236.00   4.85673904   0.10174561
4237.00   4.87585926   0.10161642
4238.00   4.86790609   0.10200401
4239.00   4.80991364   0.10215247
4240.00   4.72933197   0.10176411
4241.00   4.68311119   0.10185105
4242.00   4.75844431   0.10285919
4243.00   4.68110418   0.10284930
4244.00   4.57898331   0.10271949
4245.00   4.61909866   0.10286691
4246.00   4.50340605   0.10164624
4247.00   4.58998632   0.10077251
4248.00   4.66885233   0.10007086
4249.00   4.56887722   0.09931148
4250.00   4.61135435   0.10009865
4251.00   4.80805779   0.10078997
4252.00   4.78033876   0.10093339
4253.00   4.53462648   0.10035180
4254.00   4.55208969   0.10041025
4255.00   4.62137699   0.10084141
4256.00   4.49410725   0.10012403
4257.00   4.49568939   0.09969885
4258.00   4.55529737   0.09884495
4259.00   4.46745443   0.09759309
4260.00   4.43462515   0.09747129
4261.00   4.53385592   0.09891833
4262.00   4.66726732   0.10063899
4263.00   4.60580826   0.10137545
4264.00   4.52643251   0.10149068
